"","Density","Temperature","fit","se.fit"
"1",-8,15,1.91330010352898,0.336744449575413
"2",-7.9749373433584,15,1.9169613727783,0.33582562637648
"3",-7.94987468671679,15,1.92062747790237,0.334907173015277
"4",-7.92481203007519,15,1.92429845166736,0.333989088860289
"5",-7.89974937343358,15,1.92797432699751,0.333071373226958
"6",-7.87468671679198,15,1.93165513697526,0.332154025377002
"7",-7.84962406015038,15,1.93534091484122,0.331237044517754
"8",-7.82456140350877,15,1.93903169399422,0.330320429801488
"9",-7.79949874686717,15,1.94272750799127,0.329404180324749
"10",-7.77443609022556,15,1.94642839054758,0.328488295127694
"11",-7.74937343358396,15,1.95013437553653,0.327572773193426
"12",-7.72431077694236,15,1.95384549698956,0.326657613447334
"13",-7.69924812030075,15,1.95756178909619,0.325742814756434
"14",-7.67418546365915,15,1.96128328620389,0.324828375928724
"15",-7.64912280701754,15,1.96501002281795,0.323914295712522
"16",-7.62406015037594,15,1.96874203360145,0.32300057279583
"17",-7.59899749373434,15,1.97247935337504,0.322087205805684
"18",-7.57393483709273,15,1.97622201711681,0.321174193307526
"19",-7.54887218045113,15,1.97997005996214,0.320261533804562
"20",-7.52380952380952,15,1.9837235172035,0.319349225737143
"21",-7.49874686716792,15,1.98748242429018,0.31843726748214
"22",-7.47368421052632,15,1.99124681682811,0.317525657352326
"23",-7.44862155388471,15,1.99501673057962,0.31661439359577
"24",-7.42355889724311,15,1.99879220146309,0.315703474395237
"25",-7.3984962406015,15,2.00257326555269,0.314792897867583
"26",-7.3734335839599,15,2.00635995907807,0.313882662063176
"27",-7.3483709273183,15,2.01015231842396,0.31297276496531
"28",-7.32330827067669,15,2.01395038012984,0.312063204489632
"29",-7.29824561403509,15,2.01775418088955,0.311153978483581
"30",-7.27318295739348,15,2.02156375755081,0.310245084725828
"31",-7.24812030075188,15,2.02537914711482,0.309336520925733
"32",-7.22305764411028,15,2.02920038673577,0.308428284722807
"33",-7.19799498746867,15,2.03302751372033,0.307520373686182
"34",-7.17293233082707,15,2.03686056552713,0.306612785314098
"35",-7.14786967418546,15,2.0406995797662,0.30570551703339
"36",-7.12280701754386,15,2.04454459419835,0.304798566199002
"37",-7.09774436090226,15,2.04839564673461,0.303891930093496
"38",-7.07268170426065,15,2.05225277543554,0.302985605926577
"39",-7.04761904761905,15,2.05611601851057,0.302079590834638
"40",-7.02255639097744,15,2.05998541431727,0.301173881880311
"41",-6.99749373433584,15,2.06386100136065,0.300268476052024
"42",-6.97243107769424,15,2.06774281829234,0.299363370263586
"43",-6.94736842105263,15,2.07163090390984,0.298458561353774
"44",-6.92230576441103,15,2.07552529715562,0.297554046085934
"45",-6.89724310776942,15,2.07942603711633,0.296649821147603
"46",-6.87218045112782,15,2.08333316302181,0.295745883150136
"47",-6.84711779448622,15,2.08724671424421,0.294842228628354
"48",-6.82205513784461,15,2.091166730297,0.293938854040201
"49",-6.79699248120301,15,2.095093250834,0.293035755766422
"50",-6.7719298245614,15,2.09902631564827,0.29213293011025
"51",-6.7468671679198,15,2.10296596467109,0.291230373297106
"52",-6.7218045112782,15,2.10691223797085,0.290328081474327
"53",-6.69674185463659,15,2.11086517575188,0.28942605071089
"54",-6.67167919799499,15,2.11482481835331,0.288524276997163
"55",-6.64661654135338,15,2.11879120624781,0.287622756244673
"56",-6.62155388471178,15,2.12276438004041,0.286721484285877
"57",-6.59649122807018,15,2.12674438046716,0.285820456873956
"58",-6.57142857142857,15,2.13073124839386,0.284919669682625
"59",-6.54636591478697,15,2.13472502481472,0.28401911830595
"60",-6.52130325814536,15,2.13872575085095,0.283118798258181
"61",-6.49624060150376,15,2.14273346774939,0.282218704973603
"62",-6.47117794486216,15,2.14674821688108,0.281318833806394
"63",-6.44611528822055,15,2.15077003973979,0.280419180030492
"64",-6.42105263157895,15,2.15479897794052,0.279519738839483
"65",-6.39598997493734,15,2.15883507321804,0.278620505346492
"66",-6.37092731829574,15,2.1628783674253,0.277721474584085
"67",-6.34586466165414,15,2.16692890253193,0.276822641504177
"68",-6.32080200501253,15,2.17098672062265,0.275924000977952
"69",-6.29573934837093,15,2.17505186389569,0.275025547795785
"70",-6.27067669172932,15,2.17912437466118,0.274127276667163
"71",-6.24561403508772,15,2.18320429533962,0.273229182220621
"72",-6.22055137844612,15,2.18729166846019,0.272331259003663
"73",-6.19548872180451,15,2.1913865366592,0.271433501482694
"74",-6.17042606516291,15,2.19548894267848,0.270535904042936
"75",-6.1453634085213,15,2.1995989293638,0.26963846098835
"76",-6.1203007518797,15,2.20371653966331,0.268741166541531
"77",-6.09523809523809,15,2.20784181662598,0.267844014843607
"78",-6.07017543859649,15,2.21197480340008,0.266946999954109
"79",-6.04511278195489,15,2.21611554323173,0.266050115850827
"80",-6.02005012531328,15,2.22026407946346,0.265153356429639
"81",-5.99498746867168,15,2.2244204555328,0.264256715504309
"82",-5.96992481203008,15,2.22858471497105,0.263360186806253
"83",-5.94486215538847,15,2.23275690140195,0.262463763984267
"84",-5.91979949874687,15,2.23693705854059,0.261567440604206
"85",-5.89473684210526,15,2.24112523019236,0.260671210148607
"86",-5.86967418546366,15,2.24532146025199,0.259775066016267
"87",-5.84461152882206,15,2.24952579270276,0.258879001521738
"88",-5.81954887218045,15,2.25373827161584,0.257983009894757
"89",-5.79448621553885,15,2.25795894114979,0.257087084279588
"90",-5.76942355889724,15,2.26218784555022,0.256191217734273
"91",-5.74436090225564,15,2.26642502914971,0.255295403229778
"92",-5.71929824561404,15,2.27067053636789,0.254399633649019
"93",-5.69423558897243,15,2.27492441171179,0.253503901785769
"94",-5.66917293233083,15,2.27918669977649,0.252608200343413
"95",-5.64411027568922,15,2.28345744524603,0.251712521933553
"96",-5.61904761904762,15,2.2877366928947,0.250816859074441
"97",-5.59398496240602,15,2.29202448758864,0.249921204189217
"98",-5.56892230576441,15,2.29632087428789,0.249025549603948
"99",-5.54385964912281,15,2.30062589804886,0.248129887545422
"100",-5.5187969924812,15,2.30493960402729,0.247234210138715
"101",-5.4937343358396,15,2.30926203748173,0.246338509404455
"102",-5.468671679198,15,2.31359324377763,0.245442777255811
"103",-5.44360902255639,15,2.31793326839202,0.244547005495127
"104",-5.41854636591479,15,2.32228215691894,0.243651185810218
"105",-5.39348370927318,15,2.32663995507555,0.242755309770251
"106",-5.36842105263158,15,2.33100670870916,0.241859368821207
"107",-5.34335839598998,15,2.33538246380512,0.24096335428086
"108",-5.31829573934837,15,2.33976726649566,0.240067257333245
"109",-5.29323308270677,15,2.34416116306991,0.239171069022553
"110",-5.26817042606516,15,2.34856419998502,0.238274780246413
"111",-5.24310776942356,15,2.35297642387857,0.237378381748489
"112",-5.21804511278195,15,2.35739788158249,0.236481864110332
"113",-5.19298245614035,15,2.36182862013841,0.235585217742422
"114",-5.16791979949875,15,2.36626868681474,0.234688432874315
"115",-5.14285714285714,15,2.37071812912565,0.233791499543803
"116",-5.11779448621554,15,2.37517699485205,0.232894407585006
"117",-5.09273182957394,15,2.37964533206476,0.231997146615271
"118",-5.06766917293233,15,2.38412318915022,0.231099706020767
"119",-5.04260651629073,15,2.38861061483879,0.230202074940651
"120",-5.01754385964912,15,2.39310765823616,0.229304242249641
"121",-4.99248120300752,15,2.3976143688579,0.228406196538841
"122",-4.96741854636591,15,2.40213079666767,0.227507926094621
"123",-4.94235588972431,15,2.40665699211952,0.226609418875352
"124",-4.91729323308271,15,2.41119300620452,0.225710662485754
"125",-4.8922305764411,15,2.41573889050237,0.224811644148578
"126",-4.8671679197995,15,2.42029469723854,0.223912350673325
"127",-4.84210526315789,15,2.42486047934749,0.223012768421652
"128",-4.81704260651629,15,2.4294362905428,0.222112883269049
"129",-4.79197994987469,15,2.43402218539499,0.221212680562345
"130",-4.76691729323308,15,2.43861821941804,0.220312145072486
"131",-4.74185463659148,15,2.44322444916568,0.219411260941983
"132",-4.71679197994987,15,2.44784093233886,0.218510011626301
"133",-4.69172932330827,15,2.4524677279058,0.217608379828336
"134",-4.66666666666667,15,2.45710489623653,0.216706347424996
"135",-4.64160401002506,15,2.46175249925403,0.215803895384691
"136",-4.61654135338346,15,2.46641060060449,0.21490100367434
"137",-4.59147869674185,15,2.47107926584975,0.213997651154187
"138",-4.56641604010025,15,2.47575856268563,0.213093815458415
"139",-4.54135338345865,15,2.48044856119056,0.21218947285905
"140",-4.51629072681704,15,2.48514933411006,0.21128459811014
"141",-4.49122807017544,15,2.48986095718386,0.210379164268421
"142",-4.46616541353383,15,2.49458350952409,0.209473142485785
"143",-4.44110275689223,15,2.49931707405527,0.208566501767606
"144",-4.41604010025063,15,2.50406173802978,0.207659208689334
"145",-4.39097744360902,15,2.50881759363653,0.206751227061558
"146",-4.36591478696742,15,2.51358473872589,0.205842517530653
"147",-4.34085213032581,15,2.51836327768201,0.204933037097863
"148",-4.31578947368421,15,2.52315332248425,0.204022738533536
"149",-4.29072681704261,15,2.52795499401602,0.203111569654282
"150",-4.265664160401,15,2.53276842370313,0.20219947241741
"151",-4.2406015037594,15,2.53759375560144,0.201286381766212
"152",-4.2155388471178,15,2.5424311491136,0.200372224126427
"153",-4.19047619047619,15,2.54728078261463,0.199456915398666
"154",-4.16541353383459,15,2.55214285844229,0.198540358194048
"155",-4.14035087719298,15,2.55701761003673,0.197622437878327
"156",-4.11528822055138,15,2.5619053126768,0.196703016622581
"157",-4.09022556390977,15,2.56680630074108,0.19578192383897
"158",-4.06516290726817,15,2.57172099822569,0.194858939275475
"159",-4.04010025062657,15,2.5766499813191,0.193933758369486
"160",-4.01503759398496,15,2.58159414792126,0.193005898463226
"161",-3.98997493734336,15,2.58655569902729,0.192074156501742
"162",-3.96491228070175,15,2.59153520048175,0.191138228848325
"163",-3.93984962406015,15,2.59653005301853,0.190199562303417
"164",-3.91478696741855,15,2.60153917658546,0.189258769714623
"165",-3.88972431077694,15,2.60656188443282,0.188316249272663
"166",-3.86466165413534,15,2.61159766247624,0.187372305674614
"167",-3.83959899749373,15,2.61664609511283,0.186427190767445
"168",-3.81453634085213,15,2.62170683047799,0.185481122544564
"169",-3.78947368421053,15,2.62677956125727,0.184534295618809
"170",-3.76441102756892,15,2.63186401293876,0.183586887624974
"171",-3.73934837092732,15,2.63695993608796,0.182639063425473
"172",-3.71428571428571,15,2.6420671009922,0.181690978024013
"173",-3.68922305764411,15,2.64718529379342,0.180742778669168
"174",-3.66416040100251,15,2.65231431360366,0.179794606424049
"175",-3.6390977443609,15,2.65745397029575,0.178846597369744
"176",-3.6140350877193,15,2.6626040827736,0.177898883549173
"177",-3.58897243107769,15,2.66776447759245,0.176951593721801
"178",-3.56390977443609,15,2.67293498784069,0.17600485397729
"179",-3.53884711779449,15,2.67811545222112,0.175058788241802
"180",-3.51378446115288,15,2.68330571428682,0.174113518701162
"181",-3.48872180451128,15,2.68850562179899,0.173169166158613
"182",-3.46365914786967,15,2.69371502618214,0.172225850340416
"183",-3.43859649122807,15,2.69893378205796,0.171283690159324
"184",-3.41353383458647,15,2.70416174684364,0.170342803943663
"185",-3.38847117794486,15,2.70939878040316,0.169403309638022
"186",-3.36340852130326,15,2.71464474474297,0.168465324980308
"187",-3.33834586466165,15,2.71989950374476,0.167528967658922
"188",-3.31328320802005,15,2.72516292292973,0.166594355453087
"189",-3.28822055137845,15,2.73043486924956,0.1656616063588
"190",-3.26315789473684,15,2.7357152109005,0.164730838702374
"191",-3.23809523809524,15,2.74100381715714,0.163802171243245
"192",-3.21303258145363,15,2.74630055822349,0.162875723267373
"193",-3.18796992481203,15,2.75160530509893,0.161951614672385
"194",-3.16290726817043,15,2.75691792945743,0.161029966045363
"195",-3.13784461152882,15,2.76223830353816,0.160110898734095
"196",-3.11278195488722,15,2.76756630004648,0.159194534912414
"197",-3.08771929824561,15,2.77290179206384,0.158280997640174
"198",-3.06265664160401,15,2.77824465296584,0.157370410918342
"199",-3.03759398496241,15,2.78359475634748,0.156462899739563
"200",-3.0125313283208,15,2.78895197595487,0.155558590134528
"201",-2.9874686716792,15,2.79431618562273,0.154657609214412
"202",-2.96240601503759,15,2.79968725921727,0.15376008520959
"203",-2.93734335839599,15,2.8050650705836,0.152866147504814
"204",-2.91228070175439,15,2.81044949349769,0.151975926670984
"205",-2.88721804511278,15,2.81584040162218,0.151089554493633
"206",-2.86215538847118,15,2.82123766846568,0.15020716399819
"207",-2.83709273182957,15,2.82664116734553,0.149328889472098
"208",-2.81203007518797,15,2.83205077135349,0.148454866483806
"209",-2.78696741854637,15,2.83746635332419,0.147585231898655
"210",-2.76190476190476,15,2.84288778580624,0.146720123891661
"211",-2.73684210526316,15,2.84831494103557,0.145859681957166
"212",-2.71177944862155,15,2.85374769091117,0.145004046915335
"213",-2.68671679197995,15,2.85918590697264,0.144153360915443
"214",-2.66165413533835,15,2.86462946037992,0.143307767435897
"215",-2.63659147869674,15,2.87007822189456,0.142467411280929
"216",-2.61152882205514,15,2.87553206186283,0.14163243857387
"217",-2.58646616541353,15,2.88099085020034,0.140802996746927
